ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q19_4_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_11_TEXT,Q20,Q7,Q7_10_TEXT,Q12,Q13,Q14,Q21
R_2dgPJ0uuawWOId3,EN,Austin,Kyle,,"7th Grade,8th Grade",1-2 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",,,,,,,,,,,,,Giving charter school a chance in our kids education ,"Strong academic performance of students,Commitment to college readiness,Extracurricular opportunities for students",,"Transportation, beTter communication ",Meets expectations ,None,Need better communication 
R_29adBgKMkQRv3cg,EN,San Antonio,Hidden Meadow,,7th Grade,1-2 years,,,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",1,2,3,4,5,6,7,10,9,8,11,,Smaller school. Fewer distractions/problems. ,Individualized learning experience for students,,Teacher/employee retention ,,,
R_3NvXQlbSh1t9TbG,ES-ES,Austin,Health Professions,1,9th Grade,3-4 years,Hispanic/Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,1,4,7,8,5,9,10,6,11,,MR COOK,,,MUY BIEN ,DANDO LO MEJOR DE LOS MAESTROS ,NO LO PIENSEN DOS VECES ,NO 
R_Xiva4yFK6F8aKxX,EN,Tarrant County,Edgecliff,,2nd Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",5,6,3,8,9,7,10,1,2,4,11,,Quality of education and future oportunities,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Convenient location/Proximity to home or work,Commitment to school safety and security",,,,Its a great learning environment with an incredible quality education and awesome staff ,Great teachers
R_3Pp3HroTolVS76h,EN,Rio Grande Valley,Weslaco,,2nd Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",,,,,,,,,,,,,I heard it was a really good school for learning and higher possibilities of going to college,Strong academic performance of students,,I del programa to help kids that need a little more help could make a difference,Smaller class so teachers can help each student,It is a great choice,I love that I can go to work and know my daughter is safe at school
R_2Sjg5aDiPTHGJlk,EN,San Antonio,Walzem,,"3rd Grade,9th Grade,10th Grade,11th Grade",3-4 years,,Black of African American,Single family in the home,,Myself,,"$150,000 - $199,999",1,2,3,4,6,5,7,8,9,10,11,,Location ,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work",,Communication ,Communication ,Be patient ,Equal student treatment 
R_2V1Mfyd2bDCT46r,EN,Austin,Pflugerville,,"1st Grade,3rd Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent,The student",,"$25,000 - $49,999",3,5,7,8,4,6,10,1,2,9,11,,The safety and college motivation. ,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,"Work on bullying and exposure to inappropriate things(writings on stalls, being around older kids) ",,"It’s a great school, my kids are thriving",
R_3oz8G7gnTGfE9Em,EN,Greater Houston Area,Spears,,"Pre-K,Kinder",Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",6,2,4,5,3,10,7,1,8,9,11,,Their focus on ensuring that every student knows how to read well,"Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Better focus on children with special needs such as autism,Better focus on special needs children with autism.,I would encourage them to enroll them there then state reasons why,I love the dact that the school communicates very often with parents. Thats very important to us.
R_AC2cbHYGj9gwEGl,EN,Austin,Round Rock Tech,,"2nd Grade,5th Grade",Less than 1 year,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$75,000 - $99,999",9,4,3,6,5,8,10,1,2,7,11,,,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,,,,
R_3Op76vKAiaBuONi,EN,San Antonio,South Flores,,Kinder,1-2 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",8,7,3,5,2,9,4,1,6,10,11,,I felt like it was a good school where she would get a good education ,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work",,I would like for the school to be more open to parents. I would like better communication as well. ,I would like more detailed feedback other that just hearing my scholar is doing well. ,It is a good school & would encourage them to enroll their child. ,I would like for the exit gate to only open when cars are exiting instead of remaining open all day. I would like for parents to be able to join the scholars for lunch in the cafeteria. I believe parents involvement & presence is important. 
R_3p3k3dYMiWEmSlo,EN,Rio Grande Valley,North Mission,,3rd Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$75,000 - $99,999",11,6,7,8,2,4,3,1,5,10,9,,Family,"Convenient location/Proximity to home or work,Relationship with teachers/staff",,"Stop ADA is information. We’re all working I. Our own industry, you need to stop this. I’m already callous to this text message, I already know how important it is for my child to go to school, I honedtlydonet need your test messages telling me so. ",PLESSE STOP ADA MESSSGE & all other messages that are important to staff and not parents. ,Get ready for the 24/7 text messages!! ,"My child likes the athletic extra curricular activities. Already an honor roll student and finally finding a way to connect with school, after school. "
R_w19msi4Z1JOJP3z,EN,San Antonio,Judson,,8th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$75,000 - $99,999",2,7,3,6,9,10,1,5,8,4,11,,college prep,"Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff",,a more interactive student/parent/teacher portal,our campus is growing at a steady pace,do it,our interactions with the staff at idea judson is wonderful 
R_27xjVzBat3HMXG7,EN,San Antonio,South Flores,,"2nd Grade,4th Grade,10th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"Less than $25,000",9,4,3,5,7,8,6,1,2,10,11,,"The way the school teaches the children strict policy with school work, uniform, attendance and the importance of college. The schools values and expectance from the scholars. ","Strong academic performance of students,Commitment to college readiness,Social emotional learning and growth,Commitment to school safety and security",,My 10th grade daughter has learning problems and i feel she is not getting the extra help she needs. She used to have a seperate teacher by her side in class and now she doesn't recieve as much help. ,Having a special ed teacher in class to explain things in more detail. ,"""I recommend this school, you will notice the difference in your childs academics. ",
R_1JFa2gNJddc2PGc,EN,San Antonio,Carver,,6th Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,6,9,7,8,11,10,5,,He wanted to come here ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Things are fine here ,Everything is perfect ,Good choice ,None 
R_tQlxNnWp9zwaIUN,EN,Rio Grande Valley,Palmview,,7th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,,focus on college,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,d,x,no
R_z12scLzvdth7Snv,ES-ES,Rio Grande Valley,McAllen,,"7th Grade,9th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,3,2,4,5,9,7,6,8,10,11,,,High-quality teaching staff,,,,Que es una muy buena escuela,
R_2wofdlKLGp34aCc,EN,Rio Grande Valley,Brownsville,,"6th Grade,12th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",10,8,2,3,5,4,6,1,7,9,11,,Thought they could get more opportunities in college and beyond,"Convenient location/Proximity to home or work,Other (Please specify)",Used to be individualized learning experience ,Take parent calls and concerns seriously,Focus on student success again while still making school enjoyable,Sadly at this time I would NOT recommend it,These past two years at Idea Brownsville the rigor in academics and care for student engagement and team and family is gone
R_Rf3kzq7jgA8Oz05,EN,Rio Grande Valley,Brownsville,,"6th Grade,12th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",6,2,3,4,8,7,5,1,9,10,11,,Uniqueness- stood out from LEA,"Convenient location/Proximity to home or work,Other (Please specify)",Nothing at the moment,By listening to my concerns- tried speaking to a teacher no response. Tried contacting admin - got the run around.  Never spoke to principal only to Schmucker the secretary.  Nothing changed therefore I felt unheard.  The situation was never resolved.  This is happening to a lot of parents.,By having high expectations again!  School rigor and spirit have disappeared over the years.  ,I would not recommend this specific location. ,Many “mistakes” have been made that have affected my child’s future.  It is almost impossible to speak to admin.  Even when done no changes are noted.  Field lessons and other aspects that made Idea Brownsville unique are non existent.  Therefore I am currently looking for other options for my cold for next year.  😔
R_UFpNIzKzYnAstxf,EN,Jacksonville,Bassett,,6th Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Other (Please specify),Both parents ,Other (Please specify),Both parents ,"$50,000 - $74,999",9,2,3,11,6,8,4,5,1,7,10,,Quality of learning ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,Better organized ,,Go for it ,No
R_3kuC2RMsQIzZGEU,ES-ES,Rio Grande Valley,Alamo,,"6th Grade,12th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,5,4,7,6,8,9,1,10,11,,su reputación ,Convenient location/Proximity to home or work,,que cumplan sus normas,cumpliendo sus normas de estudio,que busquen informacion de las escuelas,cumplimiento de normas
R_22AjFKyNqS0f97S,EN,Rio Grande Valley,Riverview,,"4th Grade,6th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",1,6,7,5,9,8,10,4,3,2,11,,High expectations from the students.,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth",,,na,To do it.,N/A
R_3Hp2EDJQS4TBPOo,ES-ES,Rio Grande Valley,Quest,,"5th Grade,12th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",6,9,7,5,3,10,4,1,2,8,11,,Su plan de estudios ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students",,"Que los maestros sean mas empaticos con los estufiantes y no sean la principal fuente de acoso escolar para ellos,porqué promueven demasiado el Bullying con su famosa politica  de que todos son team and family que me parece una reveerenda tonteria con ello porque jamas lo emplean como debe de ser.y que realmnete tengan seguridad en las escuelas al 100% ",Escuelas seguras 100% que los maestros realmente esten capacitados en ayudar a los estudiantes y sobre todo que realmente sepan utilizar el signifiacado de team and family,Que si buscan que sus hijos vayan a la universidad es la mejor escuela porque si les brindan ayuda . Y que su plan de estudios es muy bueno ,Es buena escuela y no todos sus maestros son malos y que realemmte consideren quitar esa cosa de team and family o enseñarlos a usarlo con los estudiantes porque esa frase esta muy mal empleada y hace que los estudiantes se llenen de  frustraciones 
R_1nZvvUW9nZ1PSOz,EN,El Paso,Mesa Hills,,8th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",4,7,5,8,1,2,3,9,10,6,11,,EPISD to big ,"Convenient location/Proximity to home or work,Other (Please specify)",Smaller school,Offer Career and Tech Classes,,,
R_22YyaEEvINoGX2m,EN,Rio Grande Valley,Owassa,,4th Grade,3-4 years,Hispanic/Latino,,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$25,000 - $49,999",1,5,8,9,4,10,3,6,7,2,11,,Good refrences from friends ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Help spanish speaking parents with more explanation & communication ,Better homework explanation so parents Can help at home ,It an amazing school ,My child loves the house cup peprally 
R_2XdpJyJboQQHB4u,EN,Rio Grande Valley,Mission,,Pre-K,1-2 years,Hispanic/Latino,White,Live with another family or multiple families,,Myself,,"$75,000 - $99,999",3,2,4,6,7,8,9,1,10,5,11,,Seperate child from other public schools with insubordinate students. And the safety of the child.,Individualized learning experience for students,,Improve individual learning.,One on one teaching.,Kids learn quick with the teachers.,N/A
R_6fWwCqiwar5LNbr,ES-ES,Rio Grande Valley,Pharr,,7th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",8,2,1,6,11,10,4,3,9,5,7,,Me la recomendaron en su momento ,Commitment to college readiness,,Mejorando la calidad de educación MÁS MUCHO MÁS ,Poniéndoles más atención a los alumnos ,Que lo hagan ,Pedirles que mejoren POR FAVOR !!
R_2tgx4RZmgEqluSe,EN,Rio Grande Valley,Owassa,,"Pre-K,3rd Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",10,3,5,6,4,7,8,1,2,9,11,,Location,"Strong academic performance of students,Convenient location/Proximity to home or work",,Better communication between teachers and parents ,Reach out to parents every few weeks individually to notify of student status in every subject. Parent weeklies are not enough. ,It’s a great school,
R_22t5zUUYO6fa6Wv,EN,Permian Basin,Yukon,,1st Grade,1-2 years,,White,Single family in the home,,Myself,,"$100,000 - $149,999",9,3,1,6,2,10,4,5,8,7,11,,"Proximity to home, and quality of education","Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work",,,,,
R_TbWjCwyR8bIhKLf,EN,San Antonio,Carver,,9th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",7,8,2,1,3,4,10,6,5,11,9,,Teacher recommendations ,Strong academic performance of students,,guide student in right college for there career ,Talk to them see what career they want be able choose the right college ,that they are making the right decision ,no
R_1LnvN2Am6eVi32g,EN,Rio Grande Valley,North Mission,,6th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$75,000 - $99,999",1,3,6,7,8,5,9,4,10,2,11,,All graduates get accepted into college. ,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff",,N/A,,Good choice. ,No
R_3n9kHmfL3lEVLBk,EN,Rio Grande Valley,Frontier,,"5th Grade,7th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,3,5,9,6,7,8,10,4,2,11,,Only hear good things about that school ,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students",,Im good with all the skills of communication ,Im ok with all the skills ,Simple is the good schoo! ,No
R_3MDqfflIApd7jvz,EN,San Antonio,Ewing Halsell,,9th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",,,,,,,,,,,,,Education ,Individualized learning experience for students,,,,Better education ,
R_2BbowtKOncKzH3R,EN,Austin,Montopolis,,"Kinder,6th Grade,9th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",2,4,3,9,10,1,5,7,8,6,11,,The extracurriculars ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Extracurricular opportunities for students,Relationship with teachers/staff",,Add more extracurriculars and have more educated teachers. ,Add more extracurriculars and offer more classes. ,That the school doesn’t have a wide variety of classes or extracurriculars. ,I’m having to consider other schools for my kid due to orchestra being removed and the school of having a white variety of classes. 
R_1qfbdv0YE17esC6,EN,Tarrant County,Edgecliff,,2nd Grade,3-4 years,Hispanic/Latino,"Black of African American,White",Single family in the home,,Myself,,"$50,000 - $74,999",9,4,5,6,8,10,11,1,2,7,3,Organized drop off staggering schedule for different grades & team building activities in classrooms ,Positive culture ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,"Staggering start and times for elementary vs high school grades, transportation for kids where parents have only 1 transportation car. ", Music equipment classes or adding a choir class,,
R_TobnKLOJbtx9XOh,EN,Rio Grande Valley,Riverview,,3rd Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,10,9,4,8,6,5,7,11,,College focused ,"Strong academic performance of students,Commitment to college readiness",,"More extracurricular activities, after school tutoring","After school tutoring, more extracurricular activities ",It is a great school and I highly recommend it ,No
R_xtIgUX63VuoghpL,EN,Rio Grande Valley,Edinburg,,"2nd Grade,6th Grade",5+ years,Hispanic/Latino,Black of African American,Single family in the home,,Myself,,"$150,000 - $199,999",10,2,8,5,3,4,11,6,7,9,1,Equal opportunity ,Word of mouth ,Other (Please specify),My kids are used to it but I have contemplated moving them,Better communication ,More individualized attention and extracurricular opportunities ,I don’t think I’d encourage them that much ,Communication is key…it is lacking
R_2dG4g4IPTLYlsCQ,ES-ES,San Antonio,Monterrey Park,,7th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,3,7,10,4,8,9,6,5,2,11,,Su enfoque para asistir a la universidad,"Commitment to college readiness,Convenient location/Proximity to home or work",,Una mejor comunicacion,Mayor seguridad,Que es 100% recomendable ya que mi hija asiste ya a l universidad gracias al apoyo de Idea,No
R_1K2W0r0vnoaMHF3,EN,Tarrant County,Rise,,"6th Grade,9th Grade",Less than 1 year,,Black of African American,Single family in the home,,Myself,,,5,2,1,11,6,8,10,4,3,9,7,"External Academic Merits and Acknowledgements (NHS, Soroptomost, NJHS, Duke TIP, etc)",AP course availability and flexibility in course work opportunities.,"Commitment to college readiness,Individualized learning experience for students,Convenient location/Proximity to home or work,Other (Please specify)",Student diversity (sociology economic and cultural),"Less homework (family time is important), more efficient fro off and dismissal (perhaps have multiple people calling kids out (being repetitive) and using two lanes (keeping that section of the parking lot clear of parked cars)",More applied learning more competitive academically based extra curricular activities.,,
R_Z3PEbDulM6Tg4Mx,ES-ES,Greater Houston Area,Spears,,Kinder,Less than 1 year,Hispanic/Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",1,4,3,7,6,9,8,2,5,10,11,,Me la recomendaron,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,Mas irformacion de como trabaja en el salon de clases ,,Es una buena opcion,
R_BScA6ISIGJIPpS1,EN,San Antonio,Ingram Hills,,4th Grade,1-2 years,,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",,,,,,,,,,,,,Focus on a child development ,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Commitment to school safety and security",,,Trained teachers ,Referral ,
R_3L1m0E6EU8SRgsk,EN,Permian Basin,Yukon,,1st Grade,1-2 years,Non Hispanic or Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",7,4,5,3,10,6,9,1,2,8,11,,The emphasis on college prep and the location from our house. ,"Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,,"It is ""strict"" in good ways and they focus on preparing students for college. ",
R_xeWOWPHvWMdSsgh,EN,San Antonio,Ewing Halsell,,5th Grade,5+ years,Hispanic/Latino,White,,,,,,3,5,1,6,7,10,9,2,4,8,11,,Academics,Strong academic performance of students,,"Keep teachers from leaving, too much turnover ",Qualified teachers,They are a great school just need teacher and staff to work together ,We need more stability in classrooms. Kids are out of control 
R_byICWerCGDrwlVf,EN,San Antonio,Mays,,7th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",8,3,6,9,4,10,5,2,1,7,11,,Idea Mays is better for my child than the Edgewood ISD.,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security,Other (Please specify)",Transportation for my special needs child.,,Allow IDEA scholars to wear non-IDEA hoodies in class because IDEA jackets & coats get really expensive to get every year when they outgrow them. ,"Definitely give it a try, the learning curriculum is beyond great! ",
R_1dnyYWMBs9HQSiU,ES-ES,Rio Grande Valley,Quest,,"1st Grade,3rd Grade,4th Grade",1-2 years,Hispanic/Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",6,1,3,7,5,8,10,2,4,9,11,,Método de educación ,Strong academic performance of students,,Mejor segurodad,Mejor comprensión ,Son buenas ,
R_1gb6hwSTwVw3zlZ,EN,San Antonio,Converse,,7th Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$75,000 - $99,999",9,3,2,7,4,8,10,1,5,6,11,,"Was told it would be a great learning environment for my ADHD, Autistic child",Other (Please specify),nothing,"By providing more learning assistance to neurodiverse students, and providing those resources in a timely manner","By making sure there are teachers for every class, making sure there are adults monitoring to make sure students aren't being bullied or harassed. Also to make sure that students are receiving assistance like tutoring with they are having a difficult time with a subject. ",,
R_2Esgs0BZZ2jPXYD,EN,Rio Grande Valley,Los Encinos,,8th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",4,9,5,7,2,8,10,1,6,3,11,,High teacher perfomance,"Commitment to college readiness,High-quality teaching staff",,,,Making our children are safe ,
R_9U2T6OJC5rcfrkl,EN,San Antonio,Brackenridge,,"3rd Grade,4th Grade,9th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",,,,,,,,,,,,,The poor education given at public school. ,Strong academic performance of students,,"Keeping our teachers, turn around on teachers has been horrible latley and truly unfair! ",Keep our teachers! Horrible turn around or no teacher at all just sub! ,I use to preach Idea but latley our Idea has become poor in administration especially our principal! ,"Our principal needs to be evaluated, he has lost so many teachers! His ego is a big NO NO, he doesn’t care about our kids if he doesn’t care about his teachers! "
R_9BLLK8mNPwFTRvj,EN,Jacksonville,Bassett,,Kinder,Less than 1 year,Hispanic/Latino,Black of African American,My student splits time between households/joint custody,,Myself,,"$25,000 - $49,999",,,,,,,,,,,,,Confiability ,Commitment to college readiness,,,,Great job,No
R_3PhR6VKGqMlcglD,EN,Rio Grande Valley,Weslaco Pike,,12th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,4,6,7,8,9,5,3,11,2,10,,,"Strong academic performance of students,Commitment to college readiness",,,Include option for trade school.,,
R_1l3PDjpDZiX6Cw9,EN,Rio Grande Valley,Brownsville,,10th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",2,3,4,5,1,6,7,8,10,9,11,,You have more individualized learning.,"Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,More communication between parents and teachers,"Train them in skills such as organization, planning in a planner, developing a voice for present and future years.",They are good schools and have made a real difference in my child’s life.,Faculty and staff work together to provide better experiences for the students 
R_3rNiYzvQOuQorC5,EN,San Antonio,Carver,Carver college prep,"Kinder,8th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$75,000 - $99,999",6,4,3,7,5,10,9,2,1,8,11,,Na,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Middle school— I need more communication from the teachers ,"Middle school— treat everybody equally, not based off favoritism ",Na,"I love how the elementary school is ran, from front office to the teachers. Everybody is really kind and attentive. I do not feel the same energy from the college prep"
R_vjesd7MXcKq2HPH,EN,Tarrant County,Rise,,2nd Grade,Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",9,10,5,7,4,6,3,1,2,8,11,,,"Strong academic performance of students,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work",,More parent involvement,,,
R_3QJdLuXhePru1QP,ES-ES,Rio Grande Valley,Pharr,,Kinder,1-2 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",6,1,2,7,5,9,8,3,4,10,11,,Tener buenos resultados y que los preparen para el colegio,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Convenient location/Proximity to home or work",,"Por ahora solo cuando dejamos/recogemos a los niños, siento que deberia de haber 2 entradas para que no se haga tanto trafico",,Que se animen! Mi hija a aprendido mucho dentro de 2 años. Y le encanta ir a la escuela,Por ahora todo bien!
R_wMYokQh7zfmOKrf,ES-ES,Rio Grande Valley,San Benito,,6th Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",4,6,2,7,8,3,10,1,5,11,9,,Seguridad de los estudiantes,"Strong academic performance of students,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Commitment to school safety and security",,Enfocarse más en artes por ejemplo ,,Que es una escuela segura y libre de bulling,Me gustaría que el bus pasara mas tarde por los estudiantes 
R_3gNMaq9skja5Osb,EN,Rio Grande Valley,Brownsville,,5th Grade,5+ years,Hispanic/Latino,"Asian,White",Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$100,000 - $149,999",3,5,4,8,6,7,9,2,1,10,11,,College acceptance rate,Strong academic performance of students,,Zero tolerance for bullies ,,Great education but not so good on disciplining bullies who actually put their hands on other students. ,Too many text messages that I don't even read some of them. If it's that important send a note home with the student. 
R_2alZJxPWqwK33fw,EN,Austin,Round Rock Tech,,6th Grade,1-2 years,Hispanic/Latino,Black of African American,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$150,000 - $199,999",10,1,3,5,7,8,6,2,4,9,11,,The smaller class sizes,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff",,Make sure to have more communication from teachers regarding child’s academics ,Extra help in classes where my child is struggling ,I would encourage them to check out IDEA and give my positive experience with IDEA my family has had,NA
R_vjoXuq9Yw1Sisut,EN,San Antonio,Ingram Hills,,6th Grade,1-2 years,,,,,,,,,,,,,,,,,,,,,,,Improve communication between parents and’s teachers most important have someone there to answer the phone total irresponsible ,,,
R_1CarrLq7wkix6gD,EN,Rio Grande Valley,McAllen,,5th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$100,000 - $149,999",1,3,4,5,6,9,10,7,8,2,11,,For there teaching ,Commitment to college readiness,,Have better parents communication ,Involve parents with education ,Good school ,Better sports
R_yQM6g920ysyFnSV,EN,San Antonio,Judson,,6th Grade,5+ years,Non Hispanic or Latino,Asian,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$50,000 - $74,999",2,5,6,7,4,8,9,1,3,10,11,,Endless education and opportunities for my child. All teachers and staff are caring and good on communicating all students. My child has been attending IDEA Judson since he was a kindergartner (when the first opened). He has learned so much and has been on the honor roll since in kindergarten.,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Try to handle bullying. Offer music/arts/drama (theatre) to middle school scholars. ,Handling bullying ,Recommend idea public schools  ,Our child has been surprising us with all his education that he has done. And can’t wait to see more. Also for our youngest to attend IDEA Public School in the future. 
R_2rpiGgwB1WyN1zl,EN,El Paso,Edgemere,,1st Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"Less than $25,000",,,,,,,,,,,,,College prep ,Strong academic performance of students,,Na ,,Yes,Overall great experience 
