ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_1F2Rn38lUPhPFjD,EN,El Paso,Edgemere,,1st Grade,"Less than $25,000",1,2,3,4,5,6,7,11,8,9,10,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,"Social media,Billboard or other outdoor advertising",,,,,
R_2feSSzFvhH4Q4ZD,EN,Austin,Parmer Park,,"Kinder,7th Grade","$25,000 - $49,999",1,2,4,3,5,6,7,8,9,10,11,12,,"Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,Preparing for college,,Other (Please specify),NA ,Radio or TV advertisement,,No,Any,To get better Knowledge ,Keep your good job.
R_OOIp6l524TANrWN,EN,San Antonio,Burke,,6th Grade,"$150,000 - $199,999",3,2,8,5,9,6,1,10,11,7,4,12,,Commitment to college preparation,,Preparing for college,,Availability of transportation,,Social media,,No,,,
R_r3h9W13pqdd8OIx,ES-ES,Rio Grande Valley,Pharr,,4th Grade,"Less than $25,000",2,1,8,5,11,10,3,6,4,7,9,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Curriculum and academic rigor,Bilingual Education Program",,Referral from friend or family member,,Yes,creo que en la escuela que se encuentra actualmente le faltaun poco por explotar las aptitudes y havilidades que veo que tiene mi hija,tienen un muy buen nivel academico y cuentan con actividades extracurriculares que contribullen la formacion y desarrollo de los niños,quiero que mi hija curse sus estudios en esa escuela y salga preparada para la universidad ya que ella quiere tener una carrera profesional
R_3nN4ahxEZJU4Qqr,EN,Rio Grande Valley,Riverview,,3rd Grade,"$25,000 - $49,999",2,1,11,10,9,8,3,7,5,6,4,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,Social Emotional Learning Programs,,Referral from friend or family member,,Yes,Social and artistic development,,
R_3QLCOg6j32hylKP,EN,El Paso,Horizon Vista,,8th Grade,"$75,000 - $99,999",1,2,9,3,6,7,8,11,4,5,10,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance",,"Online search,Billboard or other outdoor advertising",,Yes,Teachers preparation and Bulling,Zero tolerance on bulling,"Provide the child with a safe, complete study environment"
R_3n6JYpOk8iRbDCY,ES-ES,,,,1st Grade,"Less than $25,000",1,3,10,8,9,6,11,2,5,7,4,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance,Safety and security,Diversity and inclusion,Curriculum and academic rigor",,Referral from friend or family member,,,La necesidad de que mi hijo lleve una educación completa ,,
R_1DqDMtKaNnBMYUI,EN,San Antonio,Converse,,6th Grade,"Less than $25,000",1,2,3,4,5,6,7,8,10,11,9,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Cost of attendance,,Referral from friend or family member,,Yes,Italiia Hayden has been a honors student since 1st grade and want the best education for her,High performance in Education ,No
R_Tw3vNpfV1ySR5Kh,ES-ES,San Antonio,Hidden Meadow,,"3rd Grade,9th Grade","$25,000 - $49,999",1,3,2,8,6,5,7,4,11,12,9,10,Educación para niños especiales ,"Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program",,Billboard or other outdoor advertising,,Yes,Nuevos metodos,Altas expectativas para mis hijos en lectura ,
R_3OdZnmiFN2rFBV6,EN,Austin,Pflugerville,,6th Grade,"$50,000 - $74,999",1,2,10,6,8,4,7,11,9,5,3,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,,,Billboard or other outdoor advertising,,No,Academic program below standards ,Better learning environment and academic program ,
R_2CBUhSTKNRVKegB,EN,Jacksonville,River Bluff,,9th Grade,"Less than $25,000",,,,,,,,,,,,,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance",,A Community Event,,Yes,cost,cost,I heard this school is more hands on.
R_1Isn5Q20zrFACGn,EN,Cincinnati,Valley View,,5th Grade,"$25,000 - $49,999",4,2,10,1,7,3,8,11,9,6,5,12,,The availability of individualized learning opportunities,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Social Emotional Learning Programs,,"Billboard or other outdoor advertising,A Community Event",,No,,,
R_A53x3RC1JQ7AJOx,EN,Austin,Round Rock Tech,,"1st Grade,5th Grade","$50,000 - $74,999",1,2,3,4,5,7,6,8,9,10,11,12,,Reputation for academic excellence/Track record of success,,"Developing a well-rounded skillset,Other (Please specify)",Focusing  concentrating and understanding  lessons ,Curriculum and academic rigor,,Online search,,No,Expanding the curriculum with  qualified dedicated staff , Learning more,That’s all for now.
R_2rl96VUVfH51DRO,EN,El Paso,Mesa Hills,,1st Grade,"$100,000 - $149,999",2,4,5,1,6,3,10,9,11,8,7,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),None,Referral from friend or family member,,Yes,None,IDEA learning skills for students,Everything is great
R_3oXVkIjy197owR9,EN,El Paso,Mesa Hills,,4th Grade,"Less than $25,000",1,2,3,4,5,6,7,11,9,10,8,12,,,,,,,,Online search,,Yes,,,
R_12bDt0oT8fD4wVH,ES-ES,Austin,Bluff Springs,No,,"$25,000 - $49,999",,,,,,,,,,,,,,Reputation for academic excellence/Track record of success,,Preparing for college,,,,,,Yes,,,
R_1r1hrv1Y47n2Fxu,EN,Tarrant County,Southeast,3,"6th Grade,8th Grade","$25,000 - $49,999",2,3,4,5,6,7,8,1,9,10,11,12,,,,Preparing for college,,Availability of transportation,,Referral from friend or family member,,Yes,,,
R_2bVoxoa084eFzUk,ES-ES,San Antonio,Brackenridge,,7th Grade,"Less than $25,000",1,2,4,5,7,3,6,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development",,Preparing for college,,"Safety and security,Bilingual Education Program,Social Emotional Learning Programs",,Radio or TV advertisement,,Yes,La seguridad ,K sea libre de drogas,No
R_0J2Ydu0gAsXF42d,EN,El Paso,Rio Vista,,5th Grade,"Less than $25,000",1,2,3,4,5,6,7,8,10,9,11,12,,Focus on whole child development,,Preparing for college,,Career and Technical Education programs,,Other (Please specify),,Yes,,,
R_2EHrhHmXGtkez3Z,ES-ES,El Paso,Rio Vista,,5th Grade,"$25,000 - $49,999",1,7,11,3,8,6,9,5,10,2,4,12,,Focus on whole child development,,Developing a well-rounded skillset,,Availability of transportation,,Referral from friend or family member,,Yes,Más Atención para que aprendan mis hijas ,Maestros más atentos para la educación y más atentos contra el bullying ,
R_3mxmn9aDvfMSlqN,ES-ES,El Paso,Rio Vista,,4th Grade,"$50,000 - $74,999",1,3,5,11,8,6,9,12,4,7,2,10,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Highly qualified and trained staff",,Developing a well-rounded skillset,,"Availability of transportation,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program",,Social media,,Yes,escuela anterior maestra y director,,
R_d3XBA4GYZiPGrC1,EN,,,,1st Grade,"$25,000 - $49,999",4,7,11,6,3,5,9,10,8,2,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,Yes,,,
R_271Nj5zzBGtSyk6,EN,Permian Basin,Yukon,Isabella Olivas,1st Grade,"$75,000 - $99,999",3,2,5,6,8,9,11,7,10,4,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion,Bilingual Education Program,Social Emotional Learning Programs",,"Online search,Referral from friend or family member,Other (Please specify)",I live nearby ,No,"I heard the academic program is one of the bests here in Texas, we’re new in the area and we want the best for our child. ",I would want my child to have more attention in her academic development and the extracurricular activities ,"Since we moved to Odessa my child has been in 2 different schools within the ector county and none of the schools have met my expectations, the teachers don’t pay enough attention to the kids and we believe that she has not taken full advantage of her abilities."
R_2Yz7xHwRLY7mrXi,ES-ES,Austin,Round Rock Tech,,,"$50,000 - $74,999",2,8,9,4,10,7,5,3,11,6,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Safety and security,Bilingual Education Program,Social Emotional Learning Programs",,Online search,,Yes,Cercania a mi nueva vivienda ,Que mi hija pueda interactuar mucho mas y aprenda ingles,Me gustaria que mi hija sea aceptada en esta escuela
R_3qg3oKhPIxycEDu,EN,San Antonio,Robinson,,1st Grade,"$100,000 - $149,999",1,3,2,5,10,6,9,11,8,4,7,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,Availability of transportation,,Referral from friend or family member,,Yes,After school care ,,
R_1GQftxObsXAtHVs,EN,Tarrant County,Edgecliff,,"3rd Grade,6th Grade","$50,000 - $74,999",2,1,3,8,10,4,6,11,7,9,5,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Class sizes,,Referral from friend or family member,,Yes,we will move to Edgecliff village new house by next month and we are very interested in to attend at IDEA Edgecliff school for next school year.,"social study,Math and individual learning",college preparatory program
R_1H1Rtr2o8Ipdu9Y,ES-ES,Rio Grande Valley,Frontier,,10th Grade,"$50,000 - $74,999",1,7,5,6,9,8,4,11,10,3,2,12,,Commitment to college preparation,,Preparing for college,,Safety and security,,,,Yes,,una preparacion de calidad,mas actividades extracurriculares y programa STEM
R_1eKmdw2b7Uu0Q4d,ES-ES,Rio Grande Valley,Brownsville,Idea sports  park,7th Grade,"Less than $25,000",1,4,10,3,9,7,12,2,6,8,5,11,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Availability of transportation,Cost of attendance,Class sizes,Curriculum and academic rigor",,Other (Please specify),En la pulga 77,No,Cambio de residencia ,Tengo todas puestas  mis expectativas en IDEA,Principalmente  el idioma ingles 
R_uxAOl91C9aEfh0R,ES-ES,Rio Grande Valley,Pharr,,10th Grade,"Less than $25,000",1,4,6,7,8,9,3,2,10,11,5,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Availability of transportation,Safety and security,Bilingual Education Program,Career and Technical Education programs",,Referral from friend or family member,,No,la educacion bilingue y de excelencia ,la seguridad y la preparacion academica,prepararlos para la universidad
R_2dunxhNDUUrcdUM,EN,San Antonio,,"Hidden Meadow, Burke",Pre-k,"$25,000 - $49,999",1,3,8,5,7,4,6,9,10,11,2,12,,Other (Please specify),"Daycare is ridiculously expensive for my child to barely be learning, it's babysitting. Texas is a state that hates kids so they don't have a statewide pre-K and so I was looking for a way to get my child the LEARNING that she needs.",Developing a well-rounded skillset,,Other (Please specify),This school following in the charter process that the governor is trying to implement ,"Referral from friend or family member,Social media",,Yes,She needs to be out of daycare and in formal school.,More structured learning,"IDEA needs to place more emphasis on Pre-K. As a state without a state Pre-K system, IDEA KNOWS that the demand for good pre-K is high, probably higher than grade school. IDEA needs to make more spots available for Pre-K."
R_V3SdpuECFpT8Ryx,ES-ES,Rio Grande Valley,Donna,,"1st Grade,3rd Grade","Less than $25,000",1,3,7,5,9,10,8,2,11,6,4,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,"Cost of attendance,Curriculum and academic rigor,Bilingual Education Program",,Referral from friend or family member,,No,Maestros más capacitados ,Mejor plan de estudios me interesa que puedan ayudar a mis hijas con el idioma bilingüe ,
R_RfAnRcG0TQhy4xP,EN,Permian Basin,Yukon,,5th Grade,"Less than $25,000",1,2,3,4,6,7,5,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Availability of transportation,,Referral from friend or family member,,No,,,
R_svzc3aF6NxmDunL,ES-ES,,,Texas (Donna),"1st Grade,7th Grade,9th Grade","Less than $25,000",7,5,8,9,6,2,1,10,11,4,3,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Safety and security,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,No,"Quiero que mis hijos vallan a la misma escuela, y que mi hija la mayor empieza a prepararse para la universidad",Que son todos los grados en la misma escuela y los preparan para su universidad ,
R_25AxlNq4IuvDcVN,ES-ES,Rio Grande Valley,Los Encinos,,6th Grade,"Less than $25,000",1,2,7,8,9,10,6,5,11,4,3,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Bilingual Education Program",,"Referral from friend or family member,Social media,Billboard or other outdoor advertising",,Yes,,,
R_1MPPIBbXrkRrKhx,ES-ES,Rio Grande Valley,Toros,,10th Grade,"Less than $25,000",1,2,3,4,5,6,7,8,9,10,11,12,8,Highly qualified and trained staff,,Developing a well-rounded skillset,,"Availability of transportation,Cost of attendance,Curriculum and academic rigor,Bilingual Education Program",,Social media,,Yes,Es una excelente escuela ,Son muy dedicados,Una excelente escuela y comunicacion con los padres
R_33mCmDHVsEP0ume,ES-ES,Austin,Kyle,No,11th Grade,"$50,000 - $74,999",1,2,3,4,5,6,8,7,9,10,11,12,,Commitment to college preparation,,Preparing for college,,Other (Please specify),,A Community Event,,Yes,Ninguno,Ninguno,No
R_1FPKRqtOTxGusE9,EN,Permian Basin,Yukon,,"Kinder,7th Grade","$75,000 - $99,999",1,2,9,4,3,6,8,11,10,5,7,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Other (Please specify),Notning ,"Online search,Referral from friend or family member,Social media",,No,Distance of school ,Well rounded learning ,No
R_ahK9pLPNNsr56eZ,EN,Rio Grande Valley,San Benito,,Kinder,"$50,000 - $74,999",3,2,6,5,9,4,1,10,8,7,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Referral from friend or family member,,Yes,is the first school,is the first school ,no
R_1Im8zC4k8jQgKOA,ES-ES,Rio Grande Valley,Pharr,,10th Grade,"$25,000 - $49,999",1,2,11,3,4,7,9,6,10,5,8,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs",,Referral from friend or family member,,Yes,Me di cuenta por medio de redes sociales y por un amigo que esta en ese Campus la gran responsabilidad y compromiso que tienen con los niños asi que nuestra decision fue tomada por mirar el gran compromiso que sus maestros y directores tienen con los estudiantes,Creo que todas las escuelas de Idea estan enfocadas a ser una de las mejores escuelas en Texas,Estoy poniendo toda mi confianza en que esta sera la mejor escuela que podra tener mi hijo...sé que es un trabajo en equipo tanto maestros como yo en casa todo esta ayudara para que la meta sea cumplida
R_3ilQoIYZnyULPJq,ES-ES,Rio Grande Valley,Edinburg,,9th Grade,"Less than $25,000",2,5,6,7,4,8,9,3,10,11,1,12,n/a,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,Highly qualified and trained staff",,"Preparing for college,Developing strong character traits",,"Class sizes,Safety and security,Curriculum and academic rigor,Bilingual Education Program",,Referral from friend or family member,,Yes,"Lenguage, atencio al cliente, exelente inpresion.","Seguridad, alta calidad en los matestros, buen ambiente escolar.",Enfoque universitario.
R_2fIeccfa8CpKXWO,EN,Austin,Pflugerville,,4th Grade,"$100,000 - $149,999",3,4,8,1,5,2,10,11,9,6,7,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),No concerns; we're in,Online search,,No,"Need for special ed, more attention, learning disabilities",Supports for learning disabilities; supports for language delays,
R_2dyY2mc28gxcYsX,EN,Rio Grande Valley,Pharr,,1st Grade,"Less than $25,000",1,6,8,4,7,5,9,11,10,2,3,12,,"Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,,,Referral from friend or family member,,Yes,"Child currently home schooled, but want her to attend a school with structure who has a zero tolerance policy for bullying that can help her with an IEP for her behavioral disabilities ",,I feel she would have the attention she needs to succeed 
R_3J3maC5meWF5FD6,EN,,,,"Kinder,7th Grade","$25,000 - $49,999",2,3,4,5,8,9,6,10,7,11,1,12,,"Reputation for academic excellence/Track record of success,Other (Please specify)",,,,,,,,,,,
R_10VI5ckGaGeEiYk,ES-ES,,,,2nd Grade,"$50,000 - $74,999",1,3,4,8,9,6,10,7,11,5,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Safety and security",,Social media,,Yes,Cambio de casa ,Aprendizaje ,
R_3DdneY6hTIMCQyU,ES-ES,Rio Grande Valley,Weslaco Pike,,Kinder,"Less than $25,000",1,2,5,6,4,3,8,7,9,10,12,11,,Focus on whole child development,,Preparing for college,,Safety and security,,Referral from friend or family member,,Yes,,,
R_p6IWG3sSoctNeal,ES-ES,Tampa,Victory,,"10th Grade,11th Grade","$25,000 - $49,999",1,10,4,2,11,3,6,9,5,7,8,12,Todos los puntos son muy importsnte ,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Safety and security,Curriculum and academic rigor,Social Emotional Learning Programs",,Online search,,Yes,"Mi hijo tiene problemas de aprendizaje, necesita ayuda individualizada",Ayuda individualizada,Ayudarlo en las deciciones futuras 
R_1JEfOONYQrHHqMD,ES-ES,Rio Grande Valley,Pharr,,4th Grade,"Less than $25,000",2,4,8,3,6,1,11,5,10,7,9,12,,"Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,"Availability of transportation,Safety and security,Diversity and inclusion,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,No,Por es sistema académico inclusivo,Preparación académica y atención personaliza,Que mi hijo se desarrolle y encuentre su vocacion
R_2xEGJYFYsKkIWl0,EN,,,,8th Grade,"$50,000 - $74,999",1,2,3,4,6,5,8,7,9,10,12,11,,Reputation for academic excellence/Track record of success,,Developing strong character traits,,Cost of attendance,,Referral from friend or family member,,No,Crowley ISD not meeting quality standards,Great achievements ,None
R_2DSabzaxbVU1kWG,EN,Permian Basin,Yukon,,"3rd Grade,6th Grade","$75,000 - $99,999",2,3,9,6,7,4,8,11,10,5,1,12,,"Reputation for academic excellence/Track record of success,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,,,"Referral from friend or family member,A Community Event",,Yes,"Safety, teachers and class sizes",All grades in one school,Structure 
R_1dzsXi6U8Tgemlp,EN,Rio Grande Valley,McAllen,,6th Grade,"Less than $25,000",1,2,3,4,5,7,8,6,9,10,11,12,,Reputation for academic excellence/Track record of success,,Preparing for college,,Safety and security,,Referral from friend or family member,,No,Busco una buena educación para mi hijo ,Las mejores expectativas,
R_3Lj4NtivbRiUEgz,EN,Greater Houston Area,Spears,,Kinder,"Less than $25,000",1,2,3,4,5,6,7,9,10,11,8,12,,,,,,,,,,Yes,Wanting the very best to help him in any way ,Individual ,
R_6hANE7K0QFAvMiZ,ES-ES,Rio Grande Valley,San Benito,,"4th Grade,8th Grade","Less than $25,000",1,2,3,7,9,6,5,4,10,8,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Bilingual Education Program",,Referral from friend or family member,,No,mejorar la educación de mi hijo ,que haya más enfoque en el crecimiento ,
R_OCMb0o2mV0NOYo1,EN,Permian Basin,Yukon,,7th Grade,"$100,000 - $149,999",9,8,4,6,2,5,11,7,10,3,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion,Social Emotional Learning Programs",,Online search,,Yes,We homeschool and im just interested in seeing what else is out here. We just strongly avoid ECISD. ,Im hoping for a different environment for my child. ,
R_25RtKz02A2ti7pT,EN,Austin,Rundberg,,10th Grade,"Less than $25,000",1,3,4,5,6,7,8,2,10,9,11,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,Preparing for college,,Availability of transportation,,A Community Event,,Yes,Mas posibilidades ,Preparacion universitaria ,
R_2ZCTrTkWpx4ShDs,EN,El Paso,Edgemere,,"Pre-k,Kinder","$25,000 - $49,999",1,6,8,5,10,4,3,7,11,9,2,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation",,"Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Safety and security",,A Community Event,,No,Pre k enrolllment was canceled for 2023 Edgemere Campus,Higher Education ,
R_2ARWo6kVXhTG4io,EN,Cincinnati,Price Hill,no,7th Grade,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,12,,,,,,Availability of transportation,,Online search,,No,teachers ,teachers,no
R_3kGRwVyTOV8Cejc,EN,Southern Louisiana,Innovation,,10th Grade,"$100,000 - $149,999",1,6,8,7,10,4,11,9,12,5,3,2,Working with Autistic children,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Availability of transportation,,Online search,,Yes,,,
R_110VcYK0nr2UGmo,ES-ES,Rio Grande Valley,Donna,,1st Grade,"Less than $25,000",1,2,4,3,6,5,8,10,11,7,9,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,,,,,Yes,Ya asistió a esa escuela muy buena un gran foque,,Me gusta mucho el enfoque que tiene 
R_1JCQBmxlOiMayYi,EN,El Paso,Edgemere,,"2nd Grade,4th Grade,6th Grade","$50,000 - $74,999",1,2,3,4,9,7,5,6,10,8,11,12,,,,,,,,Referral from friend or family member,,No,,,
R_12zlu0eOqKeDqlE,ES-ES,Tarrant County,,,8th Grade,"Less than $25,000",4,3,7,8,9,5,10,6,11,1,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security,Diversity and inclusion,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,No,"Seguridad personal, emocional. Motivación para que pueda aprender en todas las clases.","La integridad personal, libre de acoso. Seguimiento de los profesores en su preparación escolar y el su comportamiento con los demás.","Mi hijo ha sido un niño con un poco de complicación para su aprendizaje escolar, debido a su Hiperactividad y déficit de atención se le complica concentrarse, sumado a esto el idioma al mudarnos a este país ha sido otro reto. Mi gran interés es que logre el nivel de lectura, escritura, matemática entre otros. Es un niño bien por todo pero requiere un seguimiento más cercano pero hasta el momento considero que no lo ha tenido. "
R_3gSKblV2umOOQt9,EN,El Paso,Horizon Vista,,4th Grade,"$100,000 - $149,999",1,2,3,6,7,8,5,4,9,10,11,12,,Focus on whole child development,,Developing a well-rounded skillset,,,,Billboard or other outdoor advertising,,Yes,,,
R_5nGVSGGesYoW797,ES-ES,Rio Grande Valley,Harlingen,,"6th Grade,8th Grade","$25,000 - $49,999",1,2,3,4,5,7,8,9,10,6,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security,Curriculum and academic rigor",,Referral from friend or family member,,Yes,La formación Académica ,"Disciplina,",
R_3QY2m5UwHEMXAKM,EN,Tampa,Hope,,2nd Grade,"$25,000 - $49,999",1,2,10,3,7,6,8,11,9,4,5,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),N/A,Referral from friend or family member,,No,"My son isn’t learning as he should be , he’s behind in his grade",Hopefully he learns and gets on the academic level he should be on,
